"";"vuosi";"atyyppi";"atyyppi_tp";"amma3";"N"
"4699";2008;"kaupms";"kaup";"johtajat";1207
"4700";2008;"kaupms";"kaup";"erityisasiantuntijat";3821
"4701";2008;"kaupms";"kaup";"asiantuntijat";5407
"4702";2008;"kaupms";"kaup";"tsto & aspal tt";1930
"4703";2008;"kaupms";"kaup";"pal, myynti & hoito tt";5943
"4704";2008;"kaupms";"kaup";"maanvil & metsä tt";258
"4705";2008;"kaupms";"kaup";"rakennus tt";1425
"4706";2008;"kaupms";"kaup";"korj & valm tt";3856
"4707";2008;"kaupms";"kaup";"pros tt";2755
"4708";2008;"kaupms";"kaup";"kulj tt";1609
"4709";2008;"kaupms";"kaup";"siivoojat & kettiö tt";1111
"4710";2008;"kaupms";"kaup";"muut tt";1036
"4711";2008;"kaupms";"kaup";NA;327
"4712";2008;"kaupms";"tkakeskus";"sotilaat";49
"4713";2008;"kaupms";"tkakeskus";"johtajat";665
"4714";2008;"kaupms";"tkakeskus";"erityisasiantuntijat";2123
"4715";2008;"kaupms";"tkakeskus";"asiantuntijat";2755
"4716";2008;"kaupms";"tkakeskus";"tsto & aspal tt";880
"4717";2008;"kaupms";"tkakeskus";"pal, myynti & hoito tt";2288
"4718";2008;"kaupms";"tkakeskus";"maanvil & metsä tt";84
"4719";2008;"kaupms";"tkakeskus";"rakennus tt";757
"4720";2008;"kaupms";"tkakeskus";"korj & valm tt";1832
"4721";2008;"kaupms";"tkakeskus";"pros tt";1105
"4722";2008;"kaupms";"tkakeskus";"kulj tt";824
"4723";2008;"kaupms";"tkakeskus";"siivoojat & kettiö tt";519
"4724";2008;"kaupms";"tkakeskus";"muut tt";433
"4725";2008;"kaupms";"tkakeskus";NA;141
"4726";2008;"kaupms";"yokaup";"sotilaat";253
"4727";2008;"kaupms";"yokaup";"johtajat";2153
"4728";2008;"kaupms";"yokaup";"erityisasiantuntijat";8952
"4729";2008;"kaupms";"yokaup";"asiantuntijat";10587
"4730";2008;"kaupms";"yokaup";"tsto & aspal tt";3650
"4731";2008;"kaupms";"yokaup";"pal, myynti & hoito tt";7560
"4732";2008;"kaupms";"yokaup";"maanvil & metsä tt";184
"4733";2008;"kaupms";"yokaup";"rakennus tt";2268
"4734";2008;"kaupms";"yokaup";"korj & valm tt";4999
"4735";2008;"kaupms";"yokaup";"pros tt";2030
"4736";2008;"kaupms";"yokaup";"kulj tt";1933
"4737";2008;"kaupms";"yokaup";"siivoojat & kettiö tt";1476
"4738";2008;"kaupms";"yokaup";"muut tt";920
"4739";2008;"kaupms";"yokaup";NA;503
"4740";2008;"kaupms";"pk";"sotilaat";100
"4741";2008;"kaupms";"pk";"johtajat";2774
"4742";2008;"kaupms";"pk";"erityisasiantuntijat";6809
"4743";2008;"kaupms";"pk";"asiantuntijat";7956
"4744";2008;"kaupms";"pk";"tsto & aspal tt";2901
"4745";2008;"kaupms";"pk";"pal, myynti & hoito tt";4032
"4746";2008;"kaupms";"pk";"maanvil & metsä tt";78
"4747";2008;"kaupms";"pk";"rakennus tt";1340
"4748";2008;"kaupms";"pk";"korj & valm tt";2161
"4749";2008;"kaupms";"pk";"pros tt";608
"4750";2008;"kaupms";"pk";"kulj tt";1166
"4751";2008;"kaupms";"pk";"siivoojat & kettiö tt";535
"4752";2008;"kaupms";"pk";"muut tt";845
"4753";2008;"kaupms";"pk";NA;583
"4754";2008;"kaup";"ms";"sotilaat";4
"4755";2008;"kaup";"ms";"johtajat";48
"4756";2008;"kaup";"ms";"erityisasiantuntijat";72
"4757";2008;"kaup";"ms";"asiantuntijat";92
"4758";2008;"kaup";"ms";"tsto & aspal tt";27
"4759";2008;"kaup";"ms";"pal, myynti & hoito tt";115
"4760";2008;"kaup";"ms";"maanvil & metsä tt";14
"4761";2008;"kaup";"ms";"rakennus tt";36
"4762";2008;"kaup";"ms";"korj & valm tt";48
"4763";2008;"kaup";"ms";"pros tt";27
"4764";2008;"kaup";"ms";"kulj tt";76
"4765";2008;"kaup";"ms";"siivoojat & kettiö tt";15
"4766";2008;"kaup";"ms";"muut tt";6
"4767";2008;"kaup";"ms";NA;15
"4768";2008;"kaup";"ydinms";"sotilaat";52
"4769";2008;"kaup";"ydinms";"johtajat";326
"4770";2008;"kaup";"ydinms";"erityisasiantuntijat";849
"4771";2008;"kaup";"ydinms";"asiantuntijat";794
"4772";2008;"kaup";"ydinms";"tsto & aspal tt";191
"4773";2008;"kaup";"ydinms";"pal, myynti & hoito tt";702
"4774";2008;"kaup";"ydinms";"maanvil & metsä tt";93
"4775";2008;"kaup";"ydinms";"rakennus tt";256
"4776";2008;"kaup";"ydinms";"korj & valm tt";435
"4777";2008;"kaup";"ydinms";"pros tt";293
"4778";2008;"kaup";"ydinms";"kulj tt";416
"4779";2008;"kaup";"ydinms";"siivoojat & kettiö tt";112
"4780";2008;"kaup";"ydinms";"muut tt";86
"4781";2008;"kaup";"ydinms";NA;85
"4782";2008;"kaup";"kaupms";"sotilaat";296
"4783";2008;"kaup";"kaupms";"johtajat";679
"4784";2008;"kaup";"kaupms";"erityisasiantuntijat";2468
"4785";2008;"kaup";"kaupms";"asiantuntijat";2238
"4786";2008;"kaup";"kaupms";"tsto & aspal tt";750
"4787";2008;"kaup";"kaupms";"pal, myynti & hoito tt";2503
"4788";2008;"kaup";"kaupms";"maanvil & metsä tt";213
"4789";2008;"kaup";"kaupms";"rakennus tt";986
"4790";2008;"kaup";"kaupms";"korj & valm tt";1908
"4791";2008;"kaup";"kaupms";"pros tt";1365
"4792";2008;"kaup";"kaupms";"kulj tt";1114
"4793";2008;"kaup";"kaupms";"siivoojat & kettiö tt";430
"4794";2008;"kaup";"kaupms";"muut tt";511
"4795";2008;"kaup";"kaupms";NA;197
"4796";2008;"kaup";"kaup";"sotilaat";644
"4797";2008;"kaup";"kaup";"johtajat";6947
"4798";2008;"kaup";"kaup";"erityisasiantuntijat";25341
"4799";2008;"kaup";"kaup";"asiantuntijat";30122
"4800";2008;"kaup";"kaup";"tsto & aspal tt";13082
"4801";2008;"kaup";"kaup";"pal, myynti & hoito tt";47565
"4802";2008;"kaup";"kaup";"maanvil & metsä tt";5646
"4803";2008;"kaup";"kaup";"rakennus tt";9229
"4804";2008;"kaup";"kaup";"korj & valm tt";18953
"4805";2008;"kaup";"kaup";"pros tt";15263
"4806";2008;"kaup";"kaup";"kulj tt";8837
"4807";2008;"kaup";"kaup";"siivoojat & kettiö tt";10747
"4808";2008;"kaup";"kaup";"muut tt";6097
"4809";2008;"kaup";"kaup";NA;5590
"4810";2008;"kaup";"tkakeskus";"sotilaat";96
"4811";2008;"kaup";"tkakeskus";"johtajat";905
"4812";2008;"kaup";"tkakeskus";"erityisasiantuntijat";2890
"4813";2008;"kaup";"tkakeskus";"asiantuntijat";3345
"4814";2008;"kaup";"tkakeskus";"tsto & aspal tt";998
"4815";2008;"kaup";"tkakeskus";"pal, myynti & hoito tt";2481
"4816";2008;"kaup";"tkakeskus";"maanvil & metsä tt";74
"4817";2008;"kaup";"tkakeskus";"rakennus tt";750
"4818";2008;"kaup";"tkakeskus";"korj & valm tt";1785
"4819";2008;"kaup";"tkakeskus";"pros tt";1108
"4820";2008;"kaup";"tkakeskus";"kulj tt";816
"4821";2008;"kaup";"tkakeskus";"siivoojat & kettiö tt";524
"4822";2008;"kaup";"tkakeskus";"muut tt";536
"4823";2008;"kaup";"tkakeskus";NA;194
"4824";2008;"kaup";"yokaup";"sotilaat";425
"4825";2008;"kaup";"yokaup";"johtajat";2934
"4826";2008;"kaup";"yokaup";"erityisasiantuntijat";11127
"4827";2008;"kaup";"yokaup";"asiantuntijat";11267
"4828";2008;"kaup";"yokaup";"tsto & aspal tt";4222
"4829";2008;"kaup";"yokaup";"pal, myynti & hoito tt";7383
"4830";2008;"kaup";"yokaup";"maanvil & metsä tt";154
"4831";2008;"kaup";"yokaup";"rakennus tt";1867
"4832";2008;"kaup";"yokaup";"korj & valm tt";5059
"4833";2008;"kaup";"yokaup";"pros tt";1877
"4834";2008;"kaup";"yokaup";"kulj tt";1661
"4835";2008;"kaup";"yokaup";"siivoojat & kettiö tt";1584
"4836";2008;"kaup";"yokaup";"muut tt";927
"4837";2008;"kaup";"yokaup";NA;594
"4838";2008;"kaup";"pk";"sotilaat";246
"4839";2008;"kaup";"pk";"johtajat";6307
"4840";2008;"kaup";"pk";"erityisasiantuntijat";14886
"4841";2008;"kaup";"pk";"asiantuntijat";15927
"4842";2008;"kaup";"pk";"tsto & aspal tt";6626
"4843";2008;"kaup";"pk";"pal, myynti & hoito tt";7613
"4844";2008;"kaup";"pk";"maanvil & metsä tt";70
"4845";2008;"kaup";"pk";"rakennus tt";2156
"4846";2008;"kaup";"pk";"korj & valm tt";3483
"4847";2008;"kaup";"pk";"pros tt";1115
"4848";2008;"kaup";"pk";"kulj tt";1815
"4849";2008;"kaup";"pk";"siivoojat & kettiö tt";1245
"4850";2008;"kaup";"pk";"muut tt";1570
"4851";2008;"kaup";"pk";NA;1145
"4852";2008;"tkakeskus";"ms";"sotilaat";8
"4853";2008;"tkakeskus";"ms";"johtajat";172
"4854";2008;"tkakeskus";"ms";"erityisasiantuntijat";575
"4855";2008;"tkakeskus";"ms";"asiantuntijat";643
"4856";2008;"tkakeskus";"ms";"tsto & aspal tt";174
"4857";2008;"tkakeskus";"ms";"pal, myynti & hoito tt";722
"4858";2008;"tkakeskus";"ms";"maanvil & metsä tt";89
"4859";2008;"tkakeskus";"ms";"rakennus tt";188
"4860";2008;"tkakeskus";"ms";"korj & valm tt";407
"4861";2008;"tkakeskus";"ms";"pros tt";311
"4862";2008;"tkakeskus";"ms";"kulj tt";431
"4863";2008;"tkakeskus";"ms";"siivoojat & kettiö tt";84
"4864";2008;"tkakeskus";"ms";"muut tt";73
"4865";2008;"tkakeskus";"ms";NA;70
"4866";2008;"tkakeskus";"ydinms";"sotilaat";124
"4867";2008;"tkakeskus";"ydinms";"johtajat";624
"4868";2008;"tkakeskus";"ydinms";"erityisasiantuntijat";2080
"4869";2008;"tkakeskus";"ydinms";"asiantuntijat";2178
"4870";2008;"tkakeskus";"ydinms";"tsto & aspal tt";621
"4871";2008;"tkakeskus";"ydinms";"pal, myynti & hoito tt";2032
"4872";2008;"tkakeskus";"ydinms";"maanvil & metsä tt";338
"4873";2008;"tkakeskus";"ydinms";"rakennus tt";623
"4874";2008;"tkakeskus";"ydinms";"korj & valm tt";1564
"4875";2008;"tkakeskus";"ydinms";"pros tt";1101
"4876";2008;"tkakeskus";"ydinms";"kulj tt";1162
"4877";2008;"tkakeskus";"ydinms";"siivoojat & kettiö tt";358
"4878";2008;"tkakeskus";"ydinms";"muut tt";255
"4879";2008;"tkakeskus";"ydinms";NA;183
"4880";2008;"tkakeskus";"kaupms";"sotilaat";32
"4881";2008;"tkakeskus";"kaupms";"johtajat";360
"4882";2008;"tkakeskus";"kaupms";"erityisasiantuntijat";1042
"4883";2008;"tkakeskus";"kaupms";"asiantuntijat";1242
"4884";2008;"tkakeskus";"kaupms";"tsto & aspal tt";342
"4885";2008;"tkakeskus";"kaupms";"pal, myynti & hoito tt";1075
"4886";2008;"tkakeskus";"kaupms";"maanvil & metsä tt";86
"4887";2008;"tkakeskus";"kaupms";"rakennus tt";530
"4888";2008;"tkakeskus";"kaupms";"korj & valm tt";904
"4889";2008;"tkakeskus";"kaupms";"pros tt";660
"4890";2008;"tkakeskus";"kaupms";"kulj tt";578
"4891";2008;"tkakeskus";"kaupms";"siivoojat & kettiö tt";164
"4892";2008;"tkakeskus";"kaupms";"muut tt";278
"4893";2008;"tkakeskus";"kaupms";NA;146
"4894";2008;"tkakeskus";"kaup";"sotilaat";175
"4895";2008;"tkakeskus";"kaup";"johtajat";481
"4896";2008;"tkakeskus";"kaup";"erityisasiantuntijat";1630
"4897";2008;"tkakeskus";"kaup";"asiantuntijat";2007
"4898";2008;"tkakeskus";"kaup";"tsto & aspal tt";484
"4899";2008;"tkakeskus";"kaup";"pal, myynti & hoito tt";1522
"4900";2008;"tkakeskus";"kaup";"maanvil & metsä tt";70
"4901";2008;"tkakeskus";"kaup";"rakennus tt";597
"4902";2008;"tkakeskus";"kaup";"korj & valm tt";1410
"4903";2008;"tkakeskus";"kaup";"pros tt";726
"4904";2008;"tkakeskus";"kaup";"kulj tt";640
"4905";2008;"tkakeskus";"kaup";"siivoojat & kettiö tt";242
"4906";2008;"tkakeskus";"kaup";"muut tt";374
"4907";2008;"tkakeskus";"kaup";NA;195
"4908";2008;"tkakeskus";"tkakeskus";"sotilaat";1597
"4909";2008;"tkakeskus";"tkakeskus";"johtajat";11239
"4910";2008;"tkakeskus";"tkakeskus";"erityisasiantuntijat";40876
"4911";2008;"tkakeskus";"tkakeskus";"asiantuntijat";52758
"4912";2008;"tkakeskus";"tkakeskus";"tsto & aspal tt";23185
"4913";2008;"tkakeskus";"tkakeskus";"pal, myynti & hoito tt";71906
"4914";2008;"tkakeskus";"tkakeskus";"maanvil & metsä tt";12080
"4915";2008;"tkakeskus";"tkakeskus";"rakennus tt";13334
"4916";2008;"tkakeskus";"tkakeskus";"korj & valm tt";34645
"4917";2008;"tkakeskus";"tkakeskus";"pros tt";22968
"4918";2008;"tkakeskus";"tkakeskus";"kulj tt";15580
"4919";2008;"tkakeskus";"tkakeskus";"siivoojat & kettiö tt";17402
"4920";2008;"tkakeskus";"tkakeskus";"muut tt";8450
"4921";2008;"tkakeskus";"tkakeskus";NA;7371
"4922";2008;"tkakeskus";"yokaup";"sotilaat";131
"4923";2008;"tkakeskus";"yokaup";"johtajat";505
"4924";2008;"tkakeskus";"yokaup";"erityisasiantuntijat";2056
"4925";2008;"tkakeskus";"yokaup";"asiantuntijat";2498
"4926";2008;"tkakeskus";"yokaup";"tsto & aspal tt";689
"4927";2008;"tkakeskus";"yokaup";"pal, myynti & hoito tt";1441
"4928";2008;"tkakeskus";"yokaup";"maanvil & metsä tt";38
"4929";2008;"tkakeskus";"yokaup";"rakennus tt";761
"4930";2008;"tkakeskus";"yokaup";"korj & valm tt";1018
"4931";2008;"tkakeskus";"yokaup";"pros tt";346
"4932";2008;"tkakeskus";"yokaup";"kulj tt";706
"4933";2008;"tkakeskus";"yokaup";"siivoojat & kettiö tt";353
"4934";2008;"tkakeskus";"yokaup";"muut tt";224
"4935";2008;"tkakeskus";"yokaup";NA;271
"4936";2008;"tkakeskus";"pk";"sotilaat";61
"4937";2008;"tkakeskus";"pk";"johtajat";724
"4938";2008;"tkakeskus";"pk";"erityisasiantuntijat";1667
"4939";2008;"tkakeskus";"pk";"asiantuntijat";2064
"4940";2008;"tkakeskus";"pk";"tsto & aspal tt";605
"4941";2008;"tkakeskus";"pk";"pal, myynti & hoito tt";962
"4942";2008;"tkakeskus";"pk";"maanvil & metsä tt";20
"4943";2008;"tkakeskus";"pk";"rakennus tt";371
"4944";2008;"tkakeskus";"pk";"korj & valm tt";413
"4945";2008;"tkakeskus";"pk";"pros tt";135
"4946";2008;"tkakeskus";"pk";"kulj tt";354
"4947";2008;"tkakeskus";"pk";"siivoojat & kettiö tt";180
"4948";2008;"tkakeskus";"pk";"muut tt";220
"4949";2008;"tkakeskus";"pk";NA;354
"4950";2008;"yokaup";"ms";"sotilaat";44
"4951";2008;"yokaup";"ms";"johtajat";236
"4952";2008;"yokaup";"ms";"erityisasiantuntijat";978
"4953";2008;"yokaup";"ms";"asiantuntijat";663
"4954";2008;"yokaup";"ms";"tsto & aspal tt";198
"4955";2008;"yokaup";"ms";"pal, myynti & hoito tt";839
"4956";2008;"yokaup";"ms";"maanvil & metsä tt";88
"4957";2008;"yokaup";"ms";"rakennus tt";202
"4958";2008;"yokaup";"ms";"korj & valm tt";218
"4959";2008;"yokaup";"ms";"pros tt";133
"4960";2008;"yokaup";"ms";"kulj tt";478
"4961";2008;"yokaup";"ms";"siivoojat & kettiö tt";128
"4962";2008;"yokaup";"ms";"muut tt";92
"4963";2008;"yokaup";"ms";NA;106
"4964";2008;"yokaup";"ydinms";"sotilaat";161
"4965";2008;"yokaup";"ydinms";"johtajat";479
"4966";2008;"yokaup";"ydinms";"erityisasiantuntijat";2027
"4967";2008;"yokaup";"ydinms";"asiantuntijat";1230
"4968";2008;"yokaup";"ydinms";"tsto & aspal tt";324
"4969";2008;"yokaup";"ydinms";"pal, myynti & hoito tt";1354
"4970";2008;"yokaup";"ydinms";"maanvil & metsä tt";140
"4971";2008;"yokaup";"ydinms";"rakennus tt";356
"4972";2008;"yokaup";"ydinms";"korj & valm tt";647
"4973";2008;"yokaup";"ydinms";"pros tt";339
"4974";2008;"yokaup";"ydinms";"kulj tt";603
"4975";2008;"yokaup";"ydinms";"siivoojat & kettiö tt";223
"4976";2008;"yokaup";"ydinms";"muut tt";163
"4977";2008;"yokaup";"ydinms";NA;206
"4978";2008;"yokaup";"kaupms";"sotilaat";296
"4979";2008;"yokaup";"kaupms";"johtajat";695
"4980";2008;"yokaup";"kaupms";"erityisasiantuntijat";3076
"4981";2008;"yokaup";"kaupms";"asiantuntijat";2281
"4982";2008;"yokaup";"kaupms";"tsto & aspal tt";652
"4983";2008;"yokaup";"kaupms";"pal, myynti & hoito tt";2482
"4984";2008;"yokaup";"kaupms";"maanvil & metsä tt";151
"4985";2008;"yokaup";"kaupms";"rakennus tt";857
"4986";2008;"yokaup";"kaupms";"korj & valm tt";1980
"4987";2008;"yokaup";"kaupms";"pros tt";984
"4988";2008;"yokaup";"kaupms";"kulj tt";1009
"4989";2008;"yokaup";"kaupms";"siivoojat & kettiö tt";463
"4990";2008;"yokaup";"kaupms";"muut tt";334
"4991";2008;"yokaup";"kaupms";NA;278
"4992";2008;"yokaup";"kaup";"sotilaat";43
"4993";2008;"yokaup";"kaup";"johtajat";1012
"4994";2008;"yokaup";"kaup";"erityisasiantuntijat";3766
"4995";2008;"yokaup";"kaup";"asiantuntijat";3145
"4996";2008;"yokaup";"kaup";"tsto & aspal tt";916
"4997";2008;"yokaup";"kaup";"pal, myynti & hoito tt";4134
"4998";2008;"yokaup";"kaup";"maanvil & metsä tt";131
"4999";2008;"yokaup";"kaup";"rakennus tt";1148
"5000";2008;"yokaup";"kaup";"korj & valm tt";2591
"5001";2008;"yokaup";"kaup";"pros tt";1777
"5002";2008;"yokaup";"kaup";"kulj tt";943
"5003";2008;"yokaup";"kaup";"siivoojat & kettiö tt";593
"5004";2008;"yokaup";"kaup";"muut tt";746
"5005";2008;"yokaup";"kaup";NA;425
"5006";2008;"yokaup";"tkakeskus";"sotilaat";101
"5007";2008;"yokaup";"tkakeskus";"johtajat";587
"5008";2008;"yokaup";"tkakeskus";"erityisasiantuntijat";2768
"5009";2008;"yokaup";"tkakeskus";"asiantuntijat";2002
"5010";2008;"yokaup";"tkakeskus";"tsto & aspal tt";405
"5011";2008;"yokaup";"tkakeskus";"pal, myynti & hoito tt";1307
"5012";2008;"yokaup";"tkakeskus";"maanvil & metsä tt";42
"5013";2008;"yokaup";"tkakeskus";"rakennus tt";386
"5014";2008;"yokaup";"tkakeskus";"korj & valm tt";620
"5015";2008;"yokaup";"tkakeskus";"pros tt";750
"5016";2008;"yokaup";"tkakeskus";"kulj tt";497
"5017";2008;"yokaup";"tkakeskus";"siivoojat & kettiö tt";198
"5018";2008;"yokaup";"tkakeskus";"muut tt";176
"5019";2008;"yokaup";"tkakeskus";NA;183
"5020";2008;"yokaup";"yokaup";"sotilaat";1799
"5021";2008;"yokaup";"yokaup";"johtajat";15470
"5022";2008;"yokaup";"yokaup";"erityisasiantuntijat";82397
"5023";2008;"yokaup";"yokaup";"asiantuntijat";74595
"5024";2008;"yokaup";"yokaup";"tsto & aspal tt";31257
"5025";2008;"yokaup";"yokaup";"pal, myynti & hoito tt";83072
"5026";2008;"yokaup";"yokaup";"maanvil & metsä tt";4750
"5027";2008;"yokaup";"yokaup";"rakennus tt";12791
"5028";2008;"yokaup";"yokaup";"korj & valm tt";28854
"5029";2008;"yokaup";"yokaup";"pros tt";14164
"5030";2008;"yokaup";"yokaup";"kulj tt";13601
"5031";2008;"yokaup";"yokaup";"siivoojat & kettiö tt";20638
"5032";2008;"yokaup";"yokaup";"muut tt";7667
"5033";2008;"yokaup";"yokaup";NA;11690
"5034";2008;"yokaup";"pk";"sotilaat";62
"5035";2008;"yokaup";"pk";"johtajat";881
"5036";2008;"yokaup";"pk";"erityisasiantuntijat";2617
"5037";2008;"yokaup";"pk";"asiantuntijat";2760
"5038";2008;"yokaup";"pk";"tsto & aspal tt";752
"5039";2008;"yokaup";"pk";"pal, myynti & hoito tt";1300
"5040";2008;"yokaup";"pk";"maanvil & metsä tt";12
"5041";2008;"yokaup";"pk";"rakennus tt";194
"5042";2008;"yokaup";"pk";"korj & valm tt";338
"5043";2008;"yokaup";"pk";"pros tt";121
"5044";2008;"yokaup";"pk";"kulj tt";237
"5045";2008;"yokaup";"pk";"siivoojat & kettiö tt";197
"5046";2008;"yokaup";"pk";"muut tt";180
"5047";2008;"yokaup";"pk";NA;646
"5048";2008;"pk";"ms";"sotilaat";NA
"5049";2008;"pk";"ms";"johtajat";45
"5050";2008;"pk";"ms";"erityisasiantuntijat";81
"5051";2008;"pk";"ms";"asiantuntijat";50
"5052";2008;"pk";"ms";"tsto & aspal tt";23
"5053";2008;"pk";"ms";"pal, myynti & hoito tt";81
"5054";2008;"pk";"ms";"maanvil & metsä tt";12
"5055";2008;"pk";"ms";"rakennus tt";34
"5056";2008;"pk";"ms";"korj & valm tt";25
"5057";2008;"pk";"ms";"pros tt";15
"5058";2008;"pk";"ms";"kulj tt";48
"5059";2008;"pk";"ms";"siivoojat & kettiö tt";8
"5060";2008;"pk";"ms";"muut tt";6
"5061";2008;"pk";"ms";NA;19
"5062";2008;"pk";"ydinms";"sotilaat";40
"5063";2008;"pk";"ydinms";"johtajat";180
"5064";2008;"pk";"ydinms";"erityisasiantuntijat";390
"5065";2008;"pk";"ydinms";"asiantuntijat";290
"5066";2008;"pk";"ydinms";"tsto & aspal tt";64
"5067";2008;"pk";"ydinms";"pal, myynti & hoito tt";348
"5068";2008;"pk";"ydinms";"maanvil & metsä tt";33
"5069";2008;"pk";"ydinms";"rakennus tt";113
"5070";2008;"pk";"ydinms";"korj & valm tt";110
"5071";2008;"pk";"ydinms";"pros tt";68
"5072";2008;"pk";"ydinms";"kulj tt";188
"5073";2008;"pk";"ydinms";"siivoojat & kettiö tt";58
"5074";2008;"pk";"ydinms";"muut tt";43
"5075";2008;"pk";"ydinms";NA;87
"5076";2008;"pk";"kaupms";"sotilaat";21
"5077";2008;"pk";"kaupms";"johtajat";358
"5078";2008;"pk";"kaupms";"erityisasiantuntijat";992
"5079";2008;"pk";"kaupms";"asiantuntijat";628
"5080";2008;"pk";"kaupms";"tsto & aspal tt";152
"5081";2008;"pk";"kaupms";"pal, myynti & hoito tt";581
"5082";2008;"pk";"kaupms";"maanvil & metsä tt";64
"5083";2008;"pk";"kaupms";"rakennus tt";542
"5084";2008;"pk";"kaupms";"korj & valm tt";368
"5085";2008;"pk";"kaupms";"pros tt";203
"5086";2008;"pk";"kaupms";"kulj tt";671
"5087";2008;"pk";"kaupms";"siivoojat & kettiö tt";170
"5088";2008;"pk";"kaupms";"muut tt";195
"5089";2008;"pk";"kaupms";NA;116
"5090";2008;"pk";"kaup";"sotilaat";286
"5091";2008;"pk";"kaup";"johtajat";1121
"5092";2008;"pk";"kaup";"erityisasiantuntijat";3925
"5093";2008;"pk";"kaup";"asiantuntijat";2719
"5094";2008;"pk";"kaup";"tsto & aspal tt";671
"5095";2008;"pk";"kaup";"pal, myynti & hoito tt";2011
"5096";2008;"pk";"kaup";"maanvil & metsä tt";54
"5097";2008;"pk";"kaup";"rakennus tt";1018
"5098";2008;"pk";"kaup";"korj & valm tt";1071
"5099";2008;"pk";"kaup";"pros tt";717
"5100";2008;"pk";"kaup";"kulj tt";853
"5101";2008;"pk";"kaup";"siivoojat & kettiö tt";365
"5102";2008;"pk";"kaup";"muut tt";864
"5103";2008;"pk";"kaup";NA;315
"5104";2008;"pk";"tkakeskus";"sotilaat";38
"5105";2008;"pk";"tkakeskus";"johtajat";278
"5106";2008;"pk";"tkakeskus";"erityisasiantuntijat";831
"5107";2008;"pk";"tkakeskus";"asiantuntijat";380
"5108";2008;"pk";"tkakeskus";"tsto & aspal tt";85
"5109";2008;"pk";"tkakeskus";"pal, myynti & hoito tt";347
"5110";2008;"pk";"tkakeskus";"maanvil & metsä tt";21
"5111";2008;"pk";"tkakeskus";"rakennus tt";208
"5112";2008;"pk";"tkakeskus";"korj & valm tt";109
"5113";2008;"pk";"tkakeskus";"pros tt";65
"5114";2008;"pk";"tkakeskus";"kulj tt";148
"5115";2008;"pk";"tkakeskus";"siivoojat & kettiö tt";33
"5116";2008;"pk";"tkakeskus";"muut tt";53
"5117";2008;"pk";"tkakeskus";NA;95
"5118";2008;"pk";"yokaup";"sotilaat";53
"5119";2008;"pk";"yokaup";"johtajat";356
"5120";2008;"pk";"yokaup";"erityisasiantuntijat";1542
"5121";2008;"pk";"yokaup";"asiantuntijat";566
"5122";2008;"pk";"yokaup";"tsto & aspal tt";188
"5123";2008;"pk";"yokaup";"pal, myynti & hoito tt";442
"5124";2008;"pk";"yokaup";"maanvil & metsä tt";9
"5125";2008;"pk";"yokaup";"rakennus tt";136
"5126";2008;"pk";"yokaup";"korj & valm tt";113
"5127";2008;"pk";"yokaup";"pros tt";54
"5128";2008;"pk";"yokaup";"kulj tt";99
"5129";2008;"pk";"yokaup";"siivoojat & kettiö tt";70
"5130";2008;"pk";"yokaup";"muut tt";77
"5131";2008;"pk";"yokaup";NA;194
"5132";2008;"pk";"pk";"sotilaat";726
"5133";2008;"pk";"pk";"johtajat";35548
"5134";2008;"pk";"pk";"erityisasiantuntijat";118494
"5135";2008;"pk";"pk";"asiantuntijat";94637
"5136";2008;"pk";"pk";"tsto & aspal tt";50299
"5137";2008;"pk";"pk";"pal, myynti & hoito tt";88480
"5138";2008;"pk";"pk";"maanvil & metsä tt";1018
"5139";2008;"pk";"pk";"rakennus tt";11615
"5140";2008;"pk";"pk";"korj & valm tt";18332
"5141";2008;"pk";"pk";"pros tt";7816
"5142";2008;"pk";"pk";"kulj tt";13487
"5143";2008;"pk";"pk";"siivoojat & kettiö tt";19602
"5144";2008;"pk";"pk";"muut tt";13500
"5145";2008;"pk";"pk";NA;17533
"5146";2009;"ms";"ms";"sotilaat";246
"5147";2009;"ms";"ms";"johtajat";2369
"5148";2009;"ms";"ms";"erityisasiantuntijat";7647
"5149";2009;"ms";"ms";"asiantuntijat";10344
"5150";2009;"ms";"ms";"tsto & aspal tt";5492
"5151";2009;"ms";"ms";"pal, myynti & hoito tt";22948
"5152";2009;"ms";"ms";"maanvil & metsä tt";12097
"5153";2009;"ms";"ms";"rakennus tt";3377
"5154";2009;"ms";"ms";"korj & valm tt";6451
"5155";2009;"ms";"ms";"pros tt";4193
"5156";2009;"ms";"ms";"kulj tt";7336
"5157";2009;"ms";"ms";"siivoojat & kettiö tt";5422
"5158";2009;"ms";"ms";"muut tt";1088
"5159";2009;"ms";"ms";NA;2362
"5160";2009;"ms";"ydinms";"sotilaat";22
"5161";2009;"ms";"ydinms";"johtajat";90
"5162";2009;"ms";"ydinms";"erityisasiantuntijat";410
"5163";2009;"ms";"ydinms";"asiantuntijat";515
"5164";2009;"ms";"ydinms";"tsto & aspal tt";174
"5165";2009;"ms";"ydinms";"pal, myynti & hoito tt";697
"5166";2009;"ms";"ydinms";"maanvil & metsä tt";127
"5167";2009;"ms";"ydinms";"rakennus tt";145
"5168";2009;"ms";"ydinms";"korj & valm tt";342
"5169";2009;"ms";"ydinms";"pros tt";182
"5170";2009;"ms";"ydinms";"kulj tt";421
"5171";2009;"ms";"ydinms";"siivoojat & kettiö tt";132
