"";"vuosi";"atyyppi";"atyyppi_tp";"amma3";"N"
"1267";2000;"kaup";"pk";"maanvil & metsä tt";99
"1268";2000;"kaup";"pk";"rakennus tt";1924
"1269";2000;"kaup";"pk";"korj & valm tt";3666
"1270";2000;"kaup";"pk";"pros tt";1295
"1271";2000;"kaup";"pk";"kulj tt";1632
"1272";2000;"kaup";"pk";"siivoojat & kettiö tt";1704
"1273";2000;"kaup";"pk";"muut tt";1714
"1274";2000;"kaup";"pk";NA;868
"1275";2000;"tkakeskus";"ms";"sotilaat";9
"1276";2000;"tkakeskus";"ms";"johtajat";108
"1277";2000;"tkakeskus";"ms";"erityisasiantuntijat";456
"1278";2000;"tkakeskus";"ms";"asiantuntijat";451
"1279";2000;"tkakeskus";"ms";"tsto & aspal tt";164
"1280";2000;"tkakeskus";"ms";"pal, myynti & hoito tt";497
"1281";2000;"tkakeskus";"ms";"maanvil & metsä tt";65
"1282";2000;"tkakeskus";"ms";"rakennus tt";199
"1283";2000;"tkakeskus";"ms";"korj & valm tt";296
"1284";2000;"tkakeskus";"ms";"pros tt";269
"1285";2000;"tkakeskus";"ms";"kulj tt";281
"1286";2000;"tkakeskus";"ms";"siivoojat & kettiö tt";50
"1287";2000;"tkakeskus";"ms";"muut tt";56
"1288";2000;"tkakeskus";"ms";NA;93
"1289";2000;"tkakeskus";"ydinms";"sotilaat";67
"1290";2000;"tkakeskus";"ydinms";"johtajat";333
"1291";2000;"tkakeskus";"ydinms";"erityisasiantuntijat";1492
"1292";2000;"tkakeskus";"ydinms";"asiantuntijat";1438
"1293";2000;"tkakeskus";"ydinms";"tsto & aspal tt";454
"1294";2000;"tkakeskus";"ydinms";"pal, myynti & hoito tt";1268
"1295";2000;"tkakeskus";"ydinms";"maanvil & metsä tt";201
"1296";2000;"tkakeskus";"ydinms";"rakennus tt";508
"1297";2000;"tkakeskus";"ydinms";"korj & valm tt";1304
"1298";2000;"tkakeskus";"ydinms";"pros tt";903
"1299";2000;"tkakeskus";"ydinms";"kulj tt";802
"1300";2000;"tkakeskus";"ydinms";"siivoojat & kettiö tt";245
"1301";2000;"tkakeskus";"ydinms";"muut tt";237
"1302";2000;"tkakeskus";"ydinms";NA;229
"1303";2000;"tkakeskus";"kaupms";"sotilaat";30
"1304";2000;"tkakeskus";"kaupms";"johtajat";173
"1305";2000;"tkakeskus";"kaupms";"erityisasiantuntijat";732
"1306";2000;"tkakeskus";"kaupms";"asiantuntijat";794
"1307";2000;"tkakeskus";"kaupms";"tsto & aspal tt";209
"1308";2000;"tkakeskus";"kaupms";"pal, myynti & hoito tt";629
"1309";2000;"tkakeskus";"kaupms";"maanvil & metsä tt";63
"1310";2000;"tkakeskus";"kaupms";"rakennus tt";426
"1311";2000;"tkakeskus";"kaupms";"korj & valm tt";953
"1312";2000;"tkakeskus";"kaupms";"pros tt";599
"1313";2000;"tkakeskus";"kaupms";"kulj tt";339
"1314";2000;"tkakeskus";"kaupms";"siivoojat & kettiö tt";97
"1315";2000;"tkakeskus";"kaupms";"muut tt";144
"1316";2000;"tkakeskus";"kaupms";NA;117
"1317";2000;"tkakeskus";"kaup";"sotilaat";70
"1318";2000;"tkakeskus";"kaup";"johtajat";267
"1319";2000;"tkakeskus";"kaup";"erityisasiantuntijat";1176
"1320";2000;"tkakeskus";"kaup";"asiantuntijat";1486
"1321";2000;"tkakeskus";"kaup";"tsto & aspal tt";377
"1322";2000;"tkakeskus";"kaup";"pal, myynti & hoito tt";934
"1323";2000;"tkakeskus";"kaup";"maanvil & metsä tt";48
"1324";2000;"tkakeskus";"kaup";"rakennus tt";535
"1325";2000;"tkakeskus";"kaup";"korj & valm tt";1369
"1326";2000;"tkakeskus";"kaup";"pros tt";952
"1327";2000;"tkakeskus";"kaup";"kulj tt";492
"1328";2000;"tkakeskus";"kaup";"siivoojat & kettiö tt";183
"1329";2000;"tkakeskus";"kaup";"muut tt";275
"1330";2000;"tkakeskus";"kaup";NA;131
"1331";2000;"tkakeskus";"tkakeskus";"sotilaat";1443
"1332";2000;"tkakeskus";"tkakeskus";"johtajat";8014
"1333";2000;"tkakeskus";"tkakeskus";"erityisasiantuntijat";37476
"1334";2000;"tkakeskus";"tkakeskus";"asiantuntijat";49061
"1335";2000;"tkakeskus";"tkakeskus";"tsto & aspal tt";24172
"1336";2000;"tkakeskus";"tkakeskus";"pal, myynti & hoito tt";66092
"1337";2000;"tkakeskus";"tkakeskus";"maanvil & metsä tt";15293
"1338";2000;"tkakeskus";"tkakeskus";"rakennus tt";10936
"1339";2000;"tkakeskus";"tkakeskus";"korj & valm tt";38344
"1340";2000;"tkakeskus";"tkakeskus";"pros tt";28672
"1341";2000;"tkakeskus";"tkakeskus";"kulj tt";15474
"1342";2000;"tkakeskus";"tkakeskus";"siivoojat & kettiö tt";18893
"1343";2000;"tkakeskus";"tkakeskus";"muut tt";8106
"1344";2000;"tkakeskus";"tkakeskus";NA;10810
"1345";2000;"tkakeskus";"yokaup";"sotilaat";110
"1346";2000;"tkakeskus";"yokaup";"johtajat";232
"1347";2000;"tkakeskus";"yokaup";"erityisasiantuntijat";1553
"1348";2000;"tkakeskus";"yokaup";"asiantuntijat";1807
"1349";2000;"tkakeskus";"yokaup";"tsto & aspal tt";541
"1350";2000;"tkakeskus";"yokaup";"pal, myynti & hoito tt";1175
"1351";2000;"tkakeskus";"yokaup";"maanvil & metsä tt";24
"1352";2000;"tkakeskus";"yokaup";"rakennus tt";644
"1353";2000;"tkakeskus";"yokaup";"korj & valm tt";975
"1354";2000;"tkakeskus";"yokaup";"pros tt";354
"1355";2000;"tkakeskus";"yokaup";"kulj tt";597
"1356";2000;"tkakeskus";"yokaup";"siivoojat & kettiö tt";576
"1357";2000;"tkakeskus";"yokaup";"muut tt";305
"1358";2000;"tkakeskus";"yokaup";NA;256
"1359";2000;"tkakeskus";"pk";"sotilaat";326
"1360";2000;"tkakeskus";"pk";"johtajat";414
"1361";2000;"tkakeskus";"pk";"erityisasiantuntijat";1244
"1362";2000;"tkakeskus";"pk";"asiantuntijat";1968
"1363";2000;"tkakeskus";"pk";"tsto & aspal tt";572
"1364";2000;"tkakeskus";"pk";"pal, myynti & hoito tt";922
"1365";2000;"tkakeskus";"pk";"maanvil & metsä tt";17
"1366";2000;"tkakeskus";"pk";"rakennus tt";486
"1367";2000;"tkakeskus";"pk";"korj & valm tt";475
"1368";2000;"tkakeskus";"pk";"pros tt";178
"1369";2000;"tkakeskus";"pk";"kulj tt";384
"1370";2000;"tkakeskus";"pk";"siivoojat & kettiö tt";291
"1371";2000;"tkakeskus";"pk";"muut tt";311
"1372";2000;"tkakeskus";"pk";NA;228
"1373";2000;"yokaup";"ms";"sotilaat";39
"1374";2000;"yokaup";"ms";"johtajat";113
"1375";2000;"yokaup";"ms";"erityisasiantuntijat";787
"1376";2000;"yokaup";"ms";"asiantuntijat";471
"1377";2000;"yokaup";"ms";"tsto & aspal tt";120
"1378";2000;"yokaup";"ms";"pal, myynti & hoito tt";495
"1379";2000;"yokaup";"ms";"maanvil & metsä tt";35
"1380";2000;"yokaup";"ms";"rakennus tt";154
"1381";2000;"yokaup";"ms";"korj & valm tt";138
"1382";2000;"yokaup";"ms";"pros tt";129
"1383";2000;"yokaup";"ms";"kulj tt";274
"1384";2000;"yokaup";"ms";"siivoojat & kettiö tt";52
"1385";2000;"yokaup";"ms";"muut tt";62
"1386";2000;"yokaup";"ms";NA;102
"1387";2000;"yokaup";"ydinms";"sotilaat";57
"1388";2000;"yokaup";"ydinms";"johtajat";241
"1389";2000;"yokaup";"ydinms";"erityisasiantuntijat";1527
"1390";2000;"yokaup";"ydinms";"asiantuntijat";866
"1391";2000;"yokaup";"ydinms";"tsto & aspal tt";231
"1392";2000;"yokaup";"ydinms";"pal, myynti & hoito tt";974
"1393";2000;"yokaup";"ydinms";"maanvil & metsä tt";53
"1394";2000;"yokaup";"ydinms";"rakennus tt";248
"1395";2000;"yokaup";"ydinms";"korj & valm tt";496
"1396";2000;"yokaup";"ydinms";"pros tt";284
"1397";2000;"yokaup";"ydinms";"kulj tt";444
"1398";2000;"yokaup";"ydinms";"siivoojat & kettiö tt";212
"1399";2000;"yokaup";"ydinms";"muut tt";124
"1400";2000;"yokaup";"ydinms";NA;194
"1401";2000;"yokaup";"kaupms";"sotilaat";208
"1402";2000;"yokaup";"kaupms";"johtajat";441
"1403";2000;"yokaup";"kaupms";"erityisasiantuntijat";2429
"1404";2000;"yokaup";"kaupms";"asiantuntijat";1860
"1405";2000;"yokaup";"kaupms";"tsto & aspal tt";487
"1406";2000;"yokaup";"kaupms";"pal, myynti & hoito tt";1535
"1407";2000;"yokaup";"kaupms";"maanvil & metsä tt";81
"1408";2000;"yokaup";"kaupms";"rakennus tt";518
"1409";2000;"yokaup";"kaupms";"korj & valm tt";1630
"1410";2000;"yokaup";"kaupms";"pros tt";1104
"1411";2000;"yokaup";"kaupms";"kulj tt";598
"1412";2000;"yokaup";"kaupms";"siivoojat & kettiö tt";344
"1413";2000;"yokaup";"kaupms";"muut tt";226
"1414";2000;"yokaup";"kaupms";NA;252
"1415";2000;"yokaup";"kaup";"sotilaat";28
"1416";2000;"yokaup";"kaup";"johtajat";608
"1417";2000;"yokaup";"kaup";"erityisasiantuntijat";2879
"1418";2000;"yokaup";"kaup";"asiantuntijat";2545
"1419";2000;"yokaup";"kaup";"tsto & aspal tt";746
"1420";2000;"yokaup";"kaup";"pal, myynti & hoito tt";2017
"1421";2000;"yokaup";"kaup";"maanvil & metsä tt";68
"1422";2000;"yokaup";"kaup";"rakennus tt";964
"1423";2000;"yokaup";"kaup";"korj & valm tt";2353
"1424";2000;"yokaup";"kaup";"pros tt";1598
"1425";2000;"yokaup";"kaup";"kulj tt";641
"1426";2000;"yokaup";"kaup";"siivoojat & kettiö tt";489
"1427";2000;"yokaup";"kaup";"muut tt";538
"1428";2000;"yokaup";"kaup";NA;278
"1429";2000;"yokaup";"tkakeskus";"sotilaat";74
"1430";2000;"yokaup";"tkakeskus";"johtajat";336
"1431";2000;"yokaup";"tkakeskus";"erityisasiantuntijat";2022
"1432";2000;"yokaup";"tkakeskus";"asiantuntijat";1397
"1433";2000;"yokaup";"tkakeskus";"tsto & aspal tt";365
"1434";2000;"yokaup";"tkakeskus";"pal, myynti & hoito tt";849
"1435";2000;"yokaup";"tkakeskus";"maanvil & metsä tt";17
"1436";2000;"yokaup";"tkakeskus";"rakennus tt";335
"1437";2000;"yokaup";"tkakeskus";"korj & valm tt";616
"1438";2000;"yokaup";"tkakeskus";"pros tt";668
"1439";2000;"yokaup";"tkakeskus";"kulj tt";398
"1440";2000;"yokaup";"tkakeskus";"siivoojat & kettiö tt";223
"1441";2000;"yokaup";"tkakeskus";"muut tt";176
"1442";2000;"yokaup";"tkakeskus";NA;197
"1443";2000;"yokaup";"yokaup";"sotilaat";1787
"1444";2000;"yokaup";"yokaup";"johtajat";10420
"1445";2000;"yokaup";"yokaup";"erityisasiantuntijat";66608
"1446";2000;"yokaup";"yokaup";"asiantuntijat";64626
"1447";2000;"yokaup";"yokaup";"tsto & aspal tt";32053
"1448";2000;"yokaup";"yokaup";"pal, myynti & hoito tt";71917
"1449";2000;"yokaup";"yokaup";"maanvil & metsä tt";5701
"1450";2000;"yokaup";"yokaup";"rakennus tt";10914
"1451";2000;"yokaup";"yokaup";"korj & valm tt";31173
"1452";2000;"yokaup";"yokaup";"pros tt";19633
"1453";2000;"yokaup";"yokaup";"kulj tt";13354
"1454";2000;"yokaup";"yokaup";"siivoojat & kettiö tt";21792
"1455";2000;"yokaup";"yokaup";"muut tt";7969
"1456";2000;"yokaup";"yokaup";NA;13001
"1457";2000;"yokaup";"pk";"sotilaat";407
"1458";2000;"yokaup";"pk";"johtajat";680
"1459";2000;"yokaup";"pk";"erityisasiantuntijat";2217
"1460";2000;"yokaup";"pk";"asiantuntijat";2832
"1461";2000;"yokaup";"pk";"tsto & aspal tt";900
"1462";2000;"yokaup";"pk";"pal, myynti & hoito tt";1073
"1463";2000;"yokaup";"pk";"maanvil & metsä tt";8
"1464";2000;"yokaup";"pk";"rakennus tt";249
"1465";2000;"yokaup";"pk";"korj & valm tt";391
"1466";2000;"yokaup";"pk";"pros tt";158
"1467";2000;"yokaup";"pk";"kulj tt";222
"1468";2000;"yokaup";"pk";"siivoojat & kettiö tt";298
"1469";2000;"yokaup";"pk";"muut tt";284
"1470";2000;"yokaup";"pk";NA;299
"1471";2000;"pk";"ms";"sotilaat";NA
"1472";2000;"pk";"ms";"johtajat";24
"1473";2000;"pk";"ms";"erityisasiantuntijat";76
"1474";2000;"pk";"ms";"asiantuntijat";49
"1475";2000;"pk";"ms";"tsto & aspal tt";14
"1476";2000;"pk";"ms";"pal, myynti & hoito tt";97
"1477";2000;"pk";"ms";"maanvil & metsä tt";NA
"1478";2000;"pk";"ms";"rakennus tt";14
"1479";2000;"pk";"ms";"korj & valm tt";17
"1480";2000;"pk";"ms";"pros tt";15
"1481";2000;"pk";"ms";"kulj tt";26
"1482";2000;"pk";"ms";"siivoojat & kettiö tt";15
"1483";2000;"pk";"ms";"muut tt";5
"1484";2000;"pk";"ms";NA;24
"1485";2000;"pk";"ydinms";"sotilaat";31
"1486";2000;"pk";"ydinms";"johtajat";93
"1487";2000;"pk";"ydinms";"erityisasiantuntijat";318
"1488";2000;"pk";"ydinms";"asiantuntijat";221
"1489";2000;"pk";"ydinms";"tsto & aspal tt";69
"1490";2000;"pk";"ydinms";"pal, myynti & hoito tt";337
"1491";2000;"pk";"ydinms";"maanvil & metsä tt";11
"1492";2000;"pk";"ydinms";"rakennus tt";85
"1493";2000;"pk";"ydinms";"korj & valm tt";115
"1494";2000;"pk";"ydinms";"pros tt";64
"1495";2000;"pk";"ydinms";"kulj tt";119
"1496";2000;"pk";"ydinms";"siivoojat & kettiö tt";43
"1497";2000;"pk";"ydinms";"muut tt";45
"1498";2000;"pk";"ydinms";NA;59
"1499";2000;"pk";"kaupms";"sotilaat";8
"1500";2000;"pk";"kaupms";"johtajat";212
"1501";2000;"pk";"kaupms";"erityisasiantuntijat";715
"1502";2000;"pk";"kaupms";"asiantuntijat";564
"1503";2000;"pk";"kaupms";"tsto & aspal tt";128
"1504";2000;"pk";"kaupms";"pal, myynti & hoito tt";345
"1505";2000;"pk";"kaupms";"maanvil & metsä tt";21
"1506";2000;"pk";"kaupms";"rakennus tt";420
"1507";2000;"pk";"kaupms";"korj & valm tt";350
"1508";2000;"pk";"kaupms";"pros tt";222
"1509";2000;"pk";"kaupms";"kulj tt";362
"1510";2000;"pk";"kaupms";"siivoojat & kettiö tt";77
"1511";2000;"pk";"kaupms";"muut tt";177
"1512";2000;"pk";"kaupms";NA;98
"1513";2000;"pk";"kaup";"sotilaat";217
"1514";2000;"pk";"kaup";"johtajat";864
"1515";2000;"pk";"kaup";"erityisasiantuntijat";2796
"1516";2000;"pk";"kaup";"asiantuntijat";2082
"1517";2000;"pk";"kaup";"tsto & aspal tt";639
"1518";2000;"pk";"kaup";"pal, myynti & hoito tt";1317
"1519";2000;"pk";"kaup";"maanvil & metsä tt";33
"1520";2000;"pk";"kaup";"rakennus tt";627
"1521";2000;"pk";"kaup";"korj & valm tt";931
"1522";2000;"pk";"kaup";"pros tt";624
"1523";2000;"pk";"kaup";"kulj tt";542
"1524";2000;"pk";"kaup";"siivoojat & kettiö tt";379
"1525";2000;"pk";"kaup";"muut tt";410
"1526";2000;"pk";"kaup";NA;198
"1527";2000;"pk";"tkakeskus";"sotilaat";34
"1528";2000;"pk";"tkakeskus";"johtajat";178
"1529";2000;"pk";"tkakeskus";"erityisasiantuntijat";641
"1530";2000;"pk";"tkakeskus";"asiantuntijat";383
"1531";2000;"pk";"tkakeskus";"tsto & aspal tt";142
"1532";2000;"pk";"tkakeskus";"pal, myynti & hoito tt";288
"1533";2000;"pk";"tkakeskus";"maanvil & metsä tt";13
"1534";2000;"pk";"tkakeskus";"rakennus tt";174
"1535";2000;"pk";"tkakeskus";"korj & valm tt";124
"1536";2000;"pk";"tkakeskus";"pros tt";96
"1537";2000;"pk";"tkakeskus";"kulj tt";104
"1538";2000;"pk";"tkakeskus";"siivoojat & kettiö tt";69
"1539";2000;"pk";"tkakeskus";"muut tt";73
"1540";2000;"pk";"tkakeskus";NA;81
"1541";2000;"pk";"yokaup";"sotilaat";67
"1542";2000;"pk";"yokaup";"johtajat";263
"1543";2000;"pk";"yokaup";"erityisasiantuntijat";1399
"1544";2000;"pk";"yokaup";"asiantuntijat";635
"1545";2000;"pk";"yokaup";"tsto & aspal tt";247
"1546";2000;"pk";"yokaup";"pal, myynti & hoito tt";539
"1547";2000;"pk";"yokaup";"maanvil & metsä tt";5
"1548";2000;"pk";"yokaup";"rakennus tt";120
"1549";2000;"pk";"yokaup";"korj & valm tt";120
"1550";2000;"pk";"yokaup";"pros tt";70
"1551";2000;"pk";"yokaup";"kulj tt";116
"1552";2000;"pk";"yokaup";"siivoojat & kettiö tt";163
"1553";2000;"pk";"yokaup";"muut tt";115
"1554";2000;"pk";"yokaup";NA;145
"1555";2000;"pk";"pk";"sotilaat";989
"1556";2000;"pk";"pk";"johtajat";26634
"1557";2000;"pk";"pk";"erityisasiantuntijat";100238
"1558";2000;"pk";"pk";"asiantuntijat";89060
"1559";2000;"pk";"pk";"tsto & aspal tt";55850
"1560";2000;"pk";"pk";"pal, myynti & hoito tt";78023
"1561";2000;"pk";"pk";"maanvil & metsä tt";1118
"1562";2000;"pk";"pk";"rakennus tt";9597
"1563";2000;"pk";"pk";"korj & valm tt";23280
"1564";2000;"pk";"pk";"pros tt";10035
"1565";2000;"pk";"pk";"kulj tt";13381
"1566";2000;"pk";"pk";"siivoojat & kettiö tt";20686
"1567";2000;"pk";"pk";"muut tt";13723
"1568";2000;"pk";"pk";NA;16348
"1569";2001;"ms";"ms";NA;102394
"1570";2001;"ms";"ydinms";NA;2611
"1571";2001;"ms";"kaupms";NA;826
"1572";2001;"ms";"kaup";NA;980
"1573";2001;"ms";"tkakeskus";NA;6103
"1574";2001;"ms";"yokaup";NA;6109
"1575";2001;"ms";"pk";NA;1750
"1576";2001;"ydinms";"ms";NA;1725
"1577";2001;"ydinms";"ydinms";NA;231914
"1578";2001;"ydinms";"kaupms";NA;4864
"1579";2001;"ydinms";"kaup";NA;6334
"1580";2001;"ydinms";"tkakeskus";NA;17555
"1581";2001;"ydinms";"yokaup";NA;12088
"1582";2001;"ydinms";"pk";NA;5722
"1583";2001;"kaupms";"ms";NA;703
"1584";2001;"kaupms";"ydinms";NA;4854
"1585";2001;"kaupms";"kaupms";NA;109532
"1586";2001;"kaupms";"kaup";NA;24131
"1587";2001;"kaupms";"tkakeskus";NA;11869
"1588";2001;"kaupms";"yokaup";NA;35803
"1589";2001;"kaupms";"pk";NA;27014
"1590";2001;"kaup";"ms";NA;470
"1591";2001;"kaup";"ydinms";NA;3613
"1592";2001;"kaup";"kaupms";NA;12435
"1593";2001;"kaup";"kaup";NA;199312
"1594";2001;"kaup";"tkakeskus";NA;13620
"1595";2001;"kaup";"yokaup";NA;41408
"1596";2001;"kaup";"pk";NA;56844
"1597";2001;"tkakeskus";"ms";NA;2940
"1598";2001;"tkakeskus";"ydinms";NA;9807
"1599";2001;"tkakeskus";"kaupms";NA;5280
"1600";2001;"tkakeskus";"kaup";NA;8716
"1601";2001;"tkakeskus";"tkakeskus";NA;331450
"1602";2001;"tkakeskus";"yokaup";NA;9077
"1603";2001;"tkakeskus";"pk";NA;8033
"1604";2001;"yokaup";"ms";NA;3017
"1605";2001;"yokaup";"ydinms";NA;6233
"1606";2001;"yokaup";"kaupms";NA;12638
"1607";2001;"yokaup";"kaup";NA;16012
"1608";2001;"yokaup";"tkakeskus";NA;7686
"1609";2001;"yokaup";"yokaup";NA;373520
"1610";2001;"yokaup";"pk";NA;10290
"1611";2001;"pk";"ms";NA;331
"1612";2001;"pk";"ydinms";NA;1700
"1613";2001;"pk";"kaupms";NA;3568
"1614";2001;"pk";"kaup";NA;12438
"1615";2001;"pk";"tkakeskus";NA;2359
"1616";2001;"pk";"yokaup";NA;3703
"1617";2001;"pk";"pk";NA;463010
"1618";2002;"ms";"ms";NA;101799
"1619";2002;"ms";"ydinms";NA;2517
"1620";2002;"ms";"kaupms";NA;933
"1621";2002;"ms";"kaup";NA;988
"1622";2002;"ms";"tkakeskus";NA;6344
"1623";2002;"ms";"yokaup";NA;6212
"1624";2002;"ms";"pk";NA;1576
"1625";2002;"ydinms";"ms";NA;1808
"1626";2002;"ydinms";"ydinms";NA;231521
"1627";2002;"ydinms";"kaupms";NA;4782
"1628";2002;"ydinms";"kaup";NA;6300
"1629";2002;"ydinms";"tkakeskus";NA;18139
"1630";2002;"ydinms";"yokaup";NA;12213
"1631";2002;"ydinms";"pk";NA;5736
"1632";2002;"kaupms";"ms";NA;742
"1633";2002;"kaupms";"ydinms";NA;5060
"1634";2002;"kaupms";"kaupms";NA;109163
"1635";2002;"kaupms";"kaup";NA;24566
"1636";2002;"kaupms";"tkakeskus";NA;12161
"1637";2002;"kaupms";"yokaup";NA;36963
"1638";2002;"kaupms";"pk";NA;27813
"1639";2002;"kaup";"ms";NA;434
"1640";2002;"kaup";"ydinms";NA;3575
"1641";2002;"kaup";"kaupms";NA;12427
"1642";2002;"kaup";"kaup";NA;199623
"1643";2002;"kaup";"tkakeskus";NA;13822
"1644";2002;"kaup";"yokaup";NA;42485
"1645";2002;"kaup";"pk";NA;57246
"1646";2002;"tkakeskus";"ms";NA;3038
"1647";2002;"tkakeskus";"ydinms";NA;9968
"1648";2002;"tkakeskus";"kaupms";NA;5564
"1649";2002;"tkakeskus";"kaup";NA;8906
"1650";2002;"tkakeskus";"tkakeskus";NA;331776
"1651";2002;"tkakeskus";"yokaup";NA;8739
"1652";2002;"tkakeskus";"pk";NA;7923
"1653";2002;"yokaup";"ms";NA;3143
"1654";2002;"yokaup";"ydinms";NA;6373
"1655";2002;"yokaup";"kaupms";NA;12651
"1656";2002;"yokaup";"kaup";NA;16278
"1657";2002;"yokaup";"tkakeskus";NA;7931
"1658";2002;"yokaup";"yokaup";NA;376947
"1659";2002;"yokaup";"pk";NA;10088
"1660";2002;"pk";"ms";NA;349
"1661";2002;"pk";"ydinms";NA;1702
"1662";2002;"pk";"kaupms";NA;3681
"1663";2002;"pk";"kaup";NA;12620
"1664";2002;"pk";"tkakeskus";NA;2477
"1665";2002;"pk";"yokaup";NA;3737
"1666";2002;"pk";"pk";NA;460532
"1667";2003;"ms";"ms";NA;100395
"1668";2003;"ms";"ydinms";NA;2735
"1669";2003;"ms";"kaupms";NA;961
"1670";2003;"ms";"kaup";NA;1027
"1671";2003;"ms";"tkakeskus";NA;6702
"1672";2003;"ms";"yokaup";NA;6782
"1673";2003;"ms";"pk";NA;1592
"1674";2003;"ydinms";"ms";NA;1850
"1675";2003;"ydinms";"ydinms";NA;230062
"1676";2003;"ydinms";"kaupms";NA;4932
"1677";2003;"ydinms";"kaup";NA;6367
"1678";2003;"ydinms";"tkakeskus";NA;18444
"1679";2003;"ydinms";"yokaup";NA;12780
"1680";2003;"ydinms";"pk";NA;5673
"1681";2003;"kaupms";"ms";NA;750
"1682";2003;"kaupms";"ydinms";NA;5166
"1683";2003;"kaupms";"kaupms";NA;109287
"1684";2003;"kaupms";"kaup";NA;25173
"1685";2003;"kaupms";"tkakeskus";NA;12381
"1686";2003;"kaupms";"yokaup";NA;38019
"1687";2003;"kaupms";"pk";NA;28560
"1688";2003;"kaup";"ms";NA;484
"1689";2003;"kaup";"ydinms";NA;3658
"1690";2003;"kaup";"kaupms";NA;12904
"1691";2003;"kaup";"kaup";NA;199845
"1692";2003;"kaup";"tkakeskus";NA;13902
"1693";2003;"kaup";"yokaup";NA;43028
"1694";2003;"kaup";"pk";NA;58040
"1695";2003;"tkakeskus";"ms";NA;3097
"1696";2003;"tkakeskus";"ydinms";NA;10470
"1697";2003;"tkakeskus";"kaupms";NA;5807
"1698";2003;"tkakeskus";"kaup";NA;8902
"1699";2003;"tkakeskus";"tkakeskus";NA;330983
"1700";2003;"tkakeskus";"yokaup";NA;8897
"1701";2003;"tkakeskus";"pk";NA;7708
"1702";2003;"yokaup";"ms";NA;3365
"1703";2003;"yokaup";"ydinms";NA;6518
"1704";2003;"yokaup";"kaupms";NA;13121
"1705";2003;"yokaup";"kaup";NA;16928
"1706";2003;"yokaup";"tkakeskus";NA;8258
"1707";2003;"yokaup";"yokaup";NA;378110
"1708";2003;"yokaup";"pk";NA;10033
"1709";2003;"pk";"ms";NA;333
"1710";2003;"pk";"ydinms";NA;1657
"1711";2003;"pk";"kaupms";NA;3912
"1712";2003;"pk";"kaup";NA;13239
"1713";2003;"pk";"tkakeskus";NA;2401
"1714";2003;"pk";"yokaup";NA;3700
"1715";2003;"pk";"pk";NA;455840
"1716";2004;"ms";"ms";"sotilaat";314
"1717";2004;"ms";"ms";"johtajat";1786
"1718";2004;"ms";"ms";"erityisasiantuntijat";8581
"1719";2004;"ms";"ms";"asiantuntijat";10591
"1720";2004;"ms";"ms";"tsto & aspal tt";6131
"1721";2004;"ms";"ms";"pal, myynti & hoito tt";23121
"1722";2004;"ms";"ms";"maanvil & metsä tt";15079
"1723";2004;"ms";"ms";"rakennus tt";3559
"1724";2004;"ms";"ms";"korj & valm tt";7329
"1725";2004;"ms";"ms";"pros tt";5513
"1726";2004;"ms";"ms";"kulj tt";6247
"1727";2004;"ms";"ms";"siivoojat & kettiö tt";5553
"1728";2004;"ms";"ms";"muut tt";1728
"1729";2004;"ms";"ms";NA;3374
"1730";2004;"ms";"ydinms";"sotilaat";23
"1731";2004;"ms";"ydinms";"johtajat";61
"1732";2004;"ms";"ydinms";"erityisasiantuntijat";384
"1733";2004;"ms";"ydinms";"asiantuntijat";435
"1734";2004;"ms";"ydinms";"tsto & aspal tt";134
"1735";2004;"ms";"ydinms";"pal, myynti & hoito tt";424
"1736";2004;"ms";"ydinms";"maanvil & metsä tt";112
"1737";2004;"ms";"ydinms";"rakennus tt";148
"1738";2004;"ms";"ydinms";"korj & valm tt";349
"1739";2004;"ms";"ydinms";"pros tt";207
"1740";2004;"ms";"ydinms";"kulj tt";374
"1741";2004;"ms";"ydinms";"siivoojat & kettiö tt";86
"1742";2004;"ms";"ydinms";"muut tt";90
"1743";2004;"ms";"ydinms";NA;90
"1744";2004;"ms";"kaupms";"sotilaat";22
"1745";2004;"ms";"kaupms";"johtajat";22
"1746";2004;"ms";"kaupms";"erityisasiantuntijat";97
"1747";2004;"ms";"kaupms";"asiantuntijat";134
"1748";2004;"ms";"kaupms";"tsto & aspal tt";35
"1749";2004;"ms";"kaupms";"pal, myynti & hoito tt";158
"1750";2004;"ms";"kaupms";"maanvil & metsä tt";36
"1751";2004;"ms";"kaupms";"rakennus tt";96
"1752";2004;"ms";"kaupms";"korj & valm tt";156
"1753";2004;"ms";"kaupms";"pros tt";81
"1754";2004;"ms";"kaupms";"kulj tt";127
"1755";2004;"ms";"kaupms";"siivoojat & kettiö tt";26
"1756";2004;"ms";"kaupms";"muut tt";38
"1757";2004;"ms";"kaupms";NA;17
"1758";2004;"ms";"kaup";"sotilaat";NA
"1759";2004;"ms";"kaup";"johtajat";20
"1760";2004;"ms";"kaup";"erityisasiantuntijat";85
"1761";2004;"ms";"kaup";"asiantuntijat";154
"1762";2004;"ms";"kaup";"tsto & aspal tt";28
"1763";2004;"ms";"kaup";"pal, myynti & hoito tt";127
"1764";2004;"ms";"kaup";"maanvil & metsä tt";18
"1765";2004;"ms";"kaup";"rakennus tt";107
"1766";2004;"ms";"kaup";"korj & valm tt";144
"1767";2004;"ms";"kaup";"pros tt";87
"1768";2004;"ms";"kaup";"kulj tt";155
"1769";2004;"ms";"kaup";"siivoojat & kettiö tt";10
