;alue;vuosi;tiedot;value
1529;ydinms;2014;tyollisten_nettomuuttoja;-461
1530;ydinms;2015;tyollisten_nettomuuttoja;-723
1531;yo-kaup;2006;tyollisten_nettomuuttoja;-3414
1532;yo-kaup;2007;tyollisten_nettomuuttoja;-3217
1533;yo-kaup;2008;tyollisten_nettomuuttoja;-2474
1534;yo-kaup;2009;tyollisten_nettomuuttoja;-2909
1535;yo-kaup;2010;tyollisten_nettomuuttoja;-2721
1536;yo-kaup;2011;tyollisten_nettomuuttoja;-2680
1537;yo-kaup;2012;tyollisten_nettomuuttoja;-1886
1538;yo-kaup;2013;tyollisten_nettomuuttoja;-1653
1539;yo-kaup;2014;tyollisten_nettomuuttoja;-1423
1540;yo-kaup;2015;tyollisten_nettomuuttoja;-1475
1541;kaup;2006;tyon_nettomuuttoja;1344
1542;kaup;2007;tyon_nettomuuttoja;2097
1543;kaup;2008;tyon_nettomuuttoja;579
1544;kaup;2009;tyon_nettomuuttoja;70
1545;kaup;2010;tyon_nettomuuttoja;1254
1546;kaup;2011;tyon_nettomuuttoja;222
1547;kaup;2012;tyon_nettomuuttoja;-172
1548;kaup;2013;tyon_nettomuuttoja;-79
1549;kaup;2014;tyon_nettomuuttoja;-929
1550;kaup;2015;tyon_nettomuuttoja;672
1551;kaupms;2006;tyon_nettomuuttoja;-486
1552;kaupms;2007;tyon_nettomuuttoja;-71
1553;kaupms;2008;tyon_nettomuuttoja;1004
1554;kaupms;2009;tyon_nettomuuttoja;421
1555;kaupms;2010;tyon_nettomuuttoja;617
1556;kaupms;2011;tyon_nettomuuttoja;-36
1557;kaupms;2012;tyon_nettomuuttoja;1099
1558;kaupms;2013;tyon_nettomuuttoja;-117
1559;kaupms;2014;tyon_nettomuuttoja;726
1560;kaupms;2015;tyon_nettomuuttoja;-653
1561;ms;2006;tyon_nettomuuttoja;-544
1562;ms;2007;tyon_nettomuuttoja;-742
1563;ms;2008;tyon_nettomuuttoja;-297
1564;ms;2009;tyon_nettomuuttoja;-390
1565;ms;2010;tyon_nettomuuttoja;-146
1566;ms;2011;tyon_nettomuuttoja;-790
1567;ms;2012;tyon_nettomuuttoja;-194
1568;ms;2013;tyon_nettomuuttoja;-150
1569;ms;2014;tyon_nettomuuttoja;106
1570;ms;2015;tyon_nettomuuttoja;-693
1571;pk;2006;tyon_nettomuuttoja;-1577
1572;pk;2007;tyon_nettomuuttoja;292
1573;pk;2008;tyon_nettomuuttoja;-609
1574;pk;2009;tyon_nettomuuttoja;1040
1575;pk;2010;tyon_nettomuuttoja;1682
1576;pk;2011;tyon_nettomuuttoja;1677
1577;pk;2012;tyon_nettomuuttoja;1271
1578;pk;2013;tyon_nettomuuttoja;1074
1579;pk;2014;tyon_nettomuuttoja;1952
1580;pk;2015;tyon_nettomuuttoja;2271
1581;tk_keskus;2006;tyon_nettomuuttoja;473
1582;tk_keskus;2007;tyon_nettomuuttoja;-1541
1583;tk_keskus;2008;tyon_nettomuuttoja;187
1584;tk_keskus;2009;tyon_nettomuuttoja;21
1585;tk_keskus;2010;tyon_nettomuuttoja;-27
1586;tk_keskus;2011;tyon_nettomuuttoja;-733
1587;tk_keskus;2012;tyon_nettomuuttoja;-1936
1588;tk_keskus;2013;tyon_nettomuuttoja;688
1589;tk_keskus;2014;tyon_nettomuuttoja;-1267
1590;tk_keskus;2015;tyon_nettomuuttoja;-262
1591;ydinms;2006;tyon_nettomuuttoja;-567
1592;ydinms;2007;tyon_nettomuuttoja;-746
1593;ydinms;2008;tyon_nettomuuttoja;-964
1594;ydinms;2009;tyon_nettomuuttoja;-1319
1595;ydinms;2010;tyon_nettomuuttoja;-902
1596;ydinms;2011;tyon_nettomuuttoja;-1306
1597;ydinms;2012;tyon_nettomuuttoja;-1008
1598;ydinms;2013;tyon_nettomuuttoja;-1186
1599;ydinms;2014;tyon_nettomuuttoja;-1104
1600;ydinms;2015;tyon_nettomuuttoja;-1731
1601;yo-kaup;2006;tyon_nettomuuttoja;1357
1602;yo-kaup;2007;tyon_nettomuuttoja;711
1603;yo-kaup;2008;tyon_nettomuuttoja;100
1604;yo-kaup;2009;tyon_nettomuuttoja;157
1605;yo-kaup;2010;tyon_nettomuuttoja;-2478
1606;yo-kaup;2011;tyon_nettomuuttoja;966
1607;yo-kaup;2012;tyon_nettomuuttoja;940
1608;yo-kaup;2013;tyon_nettomuuttoja;-230
1609;yo-kaup;2014;tyon_nettomuuttoja;516
1610;yo-kaup;2015;tyon_nettomuuttoja;396
1611;kaup;2006;tyota_siirtavia_nettomuuttoja;-367
1612;kaup;2007;tyota_siirtavia_nettomuuttoja;-418
1613;kaup;2008;tyota_siirtavia_nettomuuttoja;-343
1614;kaup;2009;tyota_siirtavia_nettomuuttoja;53
1615;kaup;2010;tyota_siirtavia_nettomuuttoja;-37
1616;kaup;2011;tyota_siirtavia_nettomuuttoja;62
1617;kaup;2012;tyota_siirtavia_nettomuuttoja;-9
1618;kaup;2013;tyota_siirtavia_nettomuuttoja;59
1619;kaup;2014;tyota_siirtavia_nettomuuttoja;193
1620;kaup;2015;tyota_siirtavia_nettomuuttoja;177
1621;kaupms;2006;tyota_siirtavia_nettomuuttoja;-202
1622;kaupms;2007;tyota_siirtavia_nettomuuttoja;-312
1623;kaupms;2008;tyota_siirtavia_nettomuuttoja;-170
1624;kaupms;2009;tyota_siirtavia_nettomuuttoja;-250
1625;kaupms;2010;tyota_siirtavia_nettomuuttoja;-37
1626;kaupms;2011;tyota_siirtavia_nettomuuttoja;-50
1627;kaupms;2012;tyota_siirtavia_nettomuuttoja;-7
1628;kaupms;2013;tyota_siirtavia_nettomuuttoja;56
1629;kaupms;2014;tyota_siirtavia_nettomuuttoja;132
1630;kaupms;2015;tyota_siirtavia_nettomuuttoja;199
1631;ms;2006;tyota_siirtavia_nettomuuttoja;281
1632;ms;2007;tyota_siirtavia_nettomuuttoja;291
1633;ms;2008;tyota_siirtavia_nettomuuttoja;306
1634;ms;2009;tyota_siirtavia_nettomuuttoja;24
1635;ms;2010;tyota_siirtavia_nettomuuttoja;125
1636;ms;2011;tyota_siirtavia_nettomuuttoja;239
1637;ms;2012;tyota_siirtavia_nettomuuttoja;159
1638;ms;2013;tyota_siirtavia_nettomuuttoja;103
1639;ms;2014;tyota_siirtavia_nettomuuttoja;94
1640;ms;2015;tyota_siirtavia_nettomuuttoja;76
1641;pk;2006;tyota_siirtavia_nettomuuttoja;-1240
1642;pk;2007;tyota_siirtavia_nettomuuttoja;-1539
1643;pk;2008;tyota_siirtavia_nettomuuttoja;-1497
1644;pk;2009;tyota_siirtavia_nettomuuttoja;-1415
1645;pk;2010;tyota_siirtavia_nettomuuttoja;-1398
1646;pk;2011;tyota_siirtavia_nettomuuttoja;-1801
1647;pk;2012;tyota_siirtavia_nettomuuttoja;-1822
1648;pk;2013;tyota_siirtavia_nettomuuttoja;-1664
1649;pk;2014;tyota_siirtavia_nettomuuttoja;-2015
1650;pk;2015;tyota_siirtavia_nettomuuttoja;-2269
1651;tk_keskus;2006;tyota_siirtavia_nettomuuttoja;664
1652;tk_keskus;2007;tyota_siirtavia_nettomuuttoja;765
1653;tk_keskus;2008;tyota_siirtavia_nettomuuttoja;519
1654;tk_keskus;2009;tyota_siirtavia_nettomuuttoja;389
1655;tk_keskus;2010;tyota_siirtavia_nettomuuttoja;420
1656;tk_keskus;2011;tyota_siirtavia_nettomuuttoja;354
1657;tk_keskus;2012;tyota_siirtavia_nettomuuttoja;711
1658;tk_keskus;2013;tyota_siirtavia_nettomuuttoja;653
1659;tk_keskus;2014;tyota_siirtavia_nettomuuttoja;681
1660;tk_keskus;2015;tyota_siirtavia_nettomuuttoja;866
1661;ydinms;2006;tyota_siirtavia_nettomuuttoja;373
1662;ydinms;2007;tyota_siirtavia_nettomuuttoja;425
1663;ydinms;2008;tyota_siirtavia_nettomuuttoja;524
1664;ydinms;2009;tyota_siirtavia_nettomuuttoja;342
1665;ydinms;2010;tyota_siirtavia_nettomuuttoja;126
1666;ydinms;2011;tyota_siirtavia_nettomuuttoja;463
1667;ydinms;2012;tyota_siirtavia_nettomuuttoja;426
1668;ydinms;2013;tyota_siirtavia_nettomuuttoja;374
1669;ydinms;2014;tyota_siirtavia_nettomuuttoja;254
1670;ydinms;2015;tyota_siirtavia_nettomuuttoja;470
1671;yo-kaup;2006;tyota_siirtavia_nettomuuttoja;491
1672;yo-kaup;2007;tyota_siirtavia_nettomuuttoja;788
1673;yo-kaup;2008;tyota_siirtavia_nettomuuttoja;661
1674;yo-kaup;2009;tyota_siirtavia_nettomuuttoja;857
1675;yo-kaup;2010;tyota_siirtavia_nettomuuttoja;801
1676;yo-kaup;2011;tyota_siirtavia_nettomuuttoja;733
1677;yo-kaup;2012;tyota_siirtavia_nettomuuttoja;542
1678;yo-kaup;2013;tyota_siirtavia_nettomuuttoja;419
1679;yo-kaup;2014;tyota_siirtavia_nettomuuttoja;661
1680;yo-kaup;2015;tyota_siirtavia_nettomuuttoja;481
